CID,isosmiles
65709,CCN(CC)CCN1C2=CC=CC=C2N=C(C1=O)CC3=CC=C(C=C3)OC
65718,CCOCCN(CC1=CC=C(C=C1)OC2=CC=C(C=C2)[N+](=O)[O-])C(=O)C(Cl)Cl
65720,C1C(C(=O)NO1)N=CC2=CC=C(C=C2)C=NC3CONC3=O
65750,CCN(CC)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl
65755,C1C(=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)CN3C=NN=N3)C(=O)O)CSC4=NN=CS4
65772,COC1=CC(=CC(=C1OC)OC)C[C@H]2C3=CC(=C(C=C3CCN2)O)O
65777,CC(C)(C(=O)OCCOC(=O)C1=CN=CC=C1)OC2=CC=C(C=C2)Cl
65782,CC1=NC=C(C(=C1O)CO)COC(=O)CCC(=O)OCCN(C)C
65784,CC(=O)N1C[C@@H](C[C@H]1C(=O)O)O
65787,C(C(=O)O)SC(SCC(=O)O)SCC(=O)O
65814,CC(C)(C)NCC(COC1=C(C=CC(=C1)Cl)Cl)O
65825,C1CCC2(C1)C3CN(CC2CN(C3)CC4CC4)CC5CC5
65833,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C2=CC=CC=C2
65840,CC1=NC=CN1.C1C(O1)CCl
65859,C1CN(CCN1C[C@@H](CO)O)C2=CC=CC=C2
65863,C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl
65864,CO[C@@]1([C@@H]2N(C1=O)C(=C(CO2)CSC3=NN=NN3CCO)C(=O)O)NC(=O)CSC(F)F
65866,CC1=C(C(C(=C(N1)C)C(=O)OC(C)(C)CN(C)CCC(C2=CC=CC=C2)C3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
65894,C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)[C@H]3CCCO3)C(=O)O)O
65906,CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5
65944,C1CC(=O)N[C@@H]1C(=O)N2CSC[C@H]2C(=O)O
65947,CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCN(CC4)CC5=C(OC(=O)O5)C
65957,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2C4(CC4)N)F)C(=O)O
65979,C1CC2=C(C1)C(=CC=C2)NC3=NCCN3
65981,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O
65985,CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)NC(=O)C(CO)CO)I)C(=O)N(C)CC(CO)O)I
65999,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C
66248,CC[N+]1(CCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)CC
66249,C[C@@H]1C[C@H]2[C@@H]3C=C(C4=CC5=C(C[C@@]4([C@H]3[C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)C)C=NN5C6=CC=CC=C6)C
66250,C(C[C@@H](C(=O)O)N)CN=C(N)N.Cl
66261,CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
66265,CCN[C@@H](C)CC1=CC(=CC=C1)C(F)(F)F
66274,[198Au]
66376,[133Xe]
66377,CCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O
66380,[81Kr]
66384,C1CCCN(CC1)CCOC(=O)C(C2CCCCC2)C3=CSC=C3
67425,CCN(CC)CCOC1=C(C(=CC=C1)OCCN(CC)CC)OCCN(CC)CC
67532,C1=C(C=C(C(=C1Br)O)Br)C[C@@H](C(=O)O)N
67686,C1N(CSC(=S)N1CC2=CC=CC=C2)CC3=CC=CC=C3
68050,CN(C)C1=CC=C(C=C1)C(C2=CC=C(C=C2)N(C)C)(C3=CC=C(C=C3)N(C)C)O
68093,CC(=O)OC1=CC=CC(=C1OC(=O)C)C(=O)O
68122,C1CCN(C1)CCN(CC2=CC=CC=C2)C3=CC=CC=C3
68199,C1=CC(=CC=C1NCCNC2=CC=C(C=C2)[As](=O)(O)O)[As](=O)(O)O
68295,C(C(CI)O)I
68548,C1=CC=C(C=C1)C2NC3=CC(=C(C=C3C(=O)N2)S(=O)(=O)N)Cl
68555,CC(C)C(=O)OC1=C(C=C(C=C1)CCNC)OC(=O)C(C)C
68606,C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
68617,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl
68654,C1=CC=NC(=C1)C(C2=CC=C(C=C2)OS(=O)(=O)[O-])C3=CC=C(C=C3)OS(=O)(=O)[O-].[Na+].[Na+]
68667,CC1(CC[C@@H]2C[C@H](C[C@H]1N2C)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)C
68671,CC(C)(C(=O)OCCCOC(=O)C1=CN=CC=C1)OC2=CC=C(C=C2)Cl
68682,C1C[C@H]([C@H](O[C@@H]1CN)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)NC(=O)[C@H](CCN)O)N)N
68704,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NO
68705,CCN(CC)CC(C)OC(=O)C1CCCC[C@@]1(C2CCCCC2)O
68706,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC=C(C=C3)Cl)CC(=O)O
68707,CCOC(=O)CSCCC1NC(CS1)C(=O)O
68712,C1CC1C(C2CC2)NC3=NCCO3
68740,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O
68749,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2OC
68760,COC1=CC(=CC(=C1Br)OC)CC2=CN=C(N=C2N)N
68770,CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O
68778,CC(C)(C)N1CCC(CC1)(C2=CC=CC=C2)C3=CC=CC=C3
68780,CCCOC(=O)C1=C(C(=C(S1)C(=O)OCCC)O)O
68783,CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)O)C)[C@@H]4C1=CC(=O)CC4
68792,CN1C(=CN=C1COC2=CC=C(C=C2)SC)[N+](=O)[O-]
68801,CC1=CC(=NC=C1)NC(=O)C(C)C2=CC(=CC=C2)C(=O)C3=CC=CC=C3
68827,C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C
68844,CCN[C@H]1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC
68861,C[C@]12CCC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(CC#N)O
68865,CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C
68867,CCOC1=CC(=C(C=C1C(=O)NC2CCN(CC2)CC3CCC=CC3)[N+](=O)[O-])N
68869,C[C@@H](C1=CC2=C(C=C1)OC(=N2)C3=CC=C(C=C3)F)C(=O)O
68870,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O
68873,C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C
68876,CCN(CC)CCC1=C(C2=C(C(=C(C=C2)OCC(=O)OCC)Cl)OC1=O)C
68888,CC(C)(C)C(=O)NCCCC(=O)O
68911,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)OC)C
68921,CCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)COC(=O)C
68933,CC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
68942,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)F
68952,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2OC(=O)CCC4CCCC4)CCC5=C(C(=O)CC[C@H]35)O
68953,C1=CC=C(C=C1)C2C(=O)C3=C(C2=O)C=C(C=C3)Br
69286,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC
69594,C1=CC(=C(C=C1S(=O)(=O)N)S(=O)(=O)N)Cl
70374,C1COCCN1CNC(=O)C2=NC=CN=C2
70569,CCCCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
70846,C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)Cl
70882,CCC1=NC(=C2C=C(C(=CC2=C1)OC)OC)CC3=CC=CC=C3
71113,CCCC(CCC)C(=O)N
71124,CC1=NC=C(C(=N1)N)CN(C=O)C(=C(CCOC(=O)C(C)C)SSC(=C(C)N(CC2=CN=C(N=C2N)C)C=O)CCOC(=O)C(C)C)C
71132,C1=CC=C2C(=C1)C=C(O2)C(C3=CC=C(C=C3)Cl)O
71141,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)CSC[C@H](C(=O)O)N)OC)SC2)C(=O)O
71158,CC(=O)NCCCS(=O)(=O)O
71180,O[32P](=O)([O-])[O-].[Na+].[Na+]
71183,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C
71184,C1=CC(=CC(=C1)[131I])CN=C(N)N
71195,CN(C)CCCC1(C2=CC=CC=C2SC3=C1C=C(C=C3)OC)O
71196,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2.C[C@@H](CC1CCCCC1)NC
71203,CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4C(=O)C2
71259,CC1=NN(N=N1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
71260,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)(C)F)C)O)(C)O
71264,CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN(C)C)C=C1
71301,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
71306,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CC6=CNC7=CC=CC=C76)C(=O)N
71329,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C
71339,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1SC3CN4C=NC=[N+]4C3)C(=O)[O-])[C@@H](C)O
71349,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC6=CC=CC=C6C=C5)N)C(=O)NC(C(C)O)C(=O)N
71353,CN(C)[C@@H](CCOC1=CC=CC2=CC=CC=C21)C3=CC=CC=C3
71357,[Cl-].[82Rb+]
71360,CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC
71364,C1CC[C@H]2[C@@H](C1)CC(N2C(=O)C3CC4=CC=CC=C4CN3C(=O)[C@H](CO)NC(=O)[C@H](CC5=CC=CS5)NC(=O)CNC(=O)C6C[C@H](CN6C(=O)C7CCCN7C(=O)C(CCCN=C(N)N)NC(=O)[C@@H](CCCN=C(N)N)N)O)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O
71368,[Na+].[131I-]
71384,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
71387,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3(C(=O)C[C@@]2([C@]1(C(=O)CCl)O)C)F)C
71388,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O.C=O.C1CO1
71392,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CCC=CC3)N)C(=O)O)C
71398,C[C@H](CC1=CC(=C(C=C1)O)O)[C@@H](C)CC2=CC(=C(C=C2)O)O
71406,CC1=C(C(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)OC(=O)CCC(=O)OCCO)C
71415,C[C@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)F
71421,CN(C)C(=O)C(CC[N+]1(CCC(CC1)(C2=CC=C(C=C2)Cl)O)[O-])(C3=CC=CC=C3)C4=CC=CC=C4
71447,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)C(=O)OC4C5=CC=CC=C5C(=O)O4)C
71490,C[N+]1(CCCCC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N
71616,C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
71636,CC1=CC=CC=C1CN2CCN(CC2)CCOC(C3=CC=CC=C3)C4=CC=CC=C4Cl
71652,CCC(C)C(C)C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl
71655,C1COCCN1C(=N)N=C(N)N
71663,C1CN(CCN1C(=NC(=NC2=CC=C(C=C2)Cl)N)N)C(=NC(=NC3=CC=C(C=C3)Cl)N)N
71672,CCCN(C(CC)C(=O)N(C)C)C(=O)C=CC.CCC(C(=O)N(C)C)N(CC)C(=O)C=CC
71675,CC(CC1=CC=CC=C1)NCC2=CC=CC=C2Cl
71679,CCN(CC)C1=NC(=NC(=N1)NN)N(CC)CC
71688,C1=CC=C2C(=C1)C=CC(=C2O)N=NC(=O)N
71698,CC1=CC2=C(N1)C=CC=C2OCC(CNC(C)C)O
71736,CC1=NN=C(S1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)CN4C=C(C(=O)C(=C4)Cl)Cl)SC2)C(=O)O
71740,CC(C(C1=CC=CC=C1)O)NCCN2C=NC3=C2C(=O)N(C(=O)N3C)C
71741,CO[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CNC(=O)N(CCCl)N=O)O)O)O
71771,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl
71783,CON=C(C1=NSC(=N1)N)C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-]
71798,CO[C@H]1[C@@H](C[C@@H]2CN3CCC4=C([C@H]3C[C@@H]2[C@@H]1C(=O)OC)NC5=C4C=C(C=C5)OC)OC(=O)C6=CC(=C(C(=C6)OC)OC)OC
71807,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC(=C(C=C3)Cl)Cl)OC)C(=O)O)C
71815,CC1=NC=C(N1CC(C)O)[N+](=O)[O-]
71819,C1=CC(=CC=C1CN(CCO)C(=O)C(Cl)Cl)OC2=CC=C(C=C2)[N+](=O)[O-]
71821,CC1=NC2=CC=CC=C2N1CC3=CC=C(C=C3)Cl
71835,C1=CC(=C(C(=C1)Cl)OCCNN=C(N)N)Cl
71857,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCNCC(C3=CC(=C(C=C3)O)O)O
71899,CC(C)C1=CC=CC=C1OCC2=NCCN2
71919,CC(CCN1CCN(CC1)C2=CC=C(C=C2)F)NC(=O)C3=CN=CC=C3
71926,COC1=[N+](N=CC(=C1)N)C2=CC=CC=C2.COS(=O)(=O)[O-]
71940,CCOC(=O)C1=C[N+](=C2CCCC(N2C1=O)C)C
71961,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)NC(=O)[C@@H](CC(=O)NC)N)C(=O)O)C
72014,C1=CC=C(C(=C1)C#N)OCC(CNCCNC(=O)CC2=CC=C(C=C2)O)O
72051,C1CC2=C(C(C3=CC=CC=C31)N4C=CN=C4)C(=CC(=C2)Cl)Cl
72060,CCC(C1=CC=CC=C1)C(=O)NC(=O)N
72065,CCC(C(=O)O)C1(CCCCC1)O
72075,CN1CCC(CC1)N(CC2=CC=CC=C2)C3=CC=CC=C3
72081,C1C[C@H](N(C1)C(=O)[C@@H]2CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)N
72092,CCCCCCCCOC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)OCC[N+](C)(CC)CC.[Br-]
72098,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)CC(=O)N4C5=CC=CC=C5SC6=CC=CC=C64
72099,C[C@@H](C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O
72106,C1COCCN1CCOC(=O)C2=C(N=CC=C2)NC3=CC=CC(=C3)C(F)(F)F
72111,C[C@H]1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)O[C@@](C4=O)(OC=C[C@@H]([C@H]([C@H]([C@@H]([C@@H]([C@@H]([C@H]1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C
72135,CCCC(C)C1(C(=O)NC(=O)NC1=O)C=C
72138,CC1=CC(=C(C=C1)NC2=NCCN2)Cl
72139,C1=CC2=C(C=C1O)OC(=O)S2
72141,CC1=CC=C(C=C1)C(CCN(C)C)C2=CC=CC=C2
72142,C[N+]1(CCOCC1)CCC(C2=CC=CC=C2)(C3=CC=CS3)O.[I-]
72144,CC1=CC(=C(C=C1C)O)[C@@H]2C[C@H]3CC[C@@]2(C3(C)C)C
72145,CCOC1=C(C(=C(C2=C1C(OC2=O)C3C4=C(C5=C(C=C4CCN3C)OCO5)OC)N)OCC)OCC
72148,CN1[C@H]2CC[C@H]1CC(=C3C4=CC=CC=C4CSC5=CC=CC=C53)C2
72287,C[C@@H](CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C
72327,CC1=CN(C(=O)NC1=O)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)F
72395,C[C@H]([C@@H]1CC[C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@@H]3[C@@H]([C@H]([C@@](CO3)(C)O)NC)O)N)N)N)NC
72474,CC1CN(CCN1)C2=C(C(=C3C(=C2)N(C=C(C3=O)C(=O)O)C4CC4)C)F
72493,C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)C)C)C)O)C)C)O)N(C)C
72938,CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F
73115,CC1=CN(C(=O)NC1=O)[C@@H]2[C@@H]([C@H]([C@@H](O2)CO)O)F
73303,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1S[C@H]3C[C@H](NC3)CNS(=O)(=O)N)C(=O)O)[C@@H](C)O
73554,CCCCC[C@H]([C@@H]1[C@H](C[C@H](C[C@H](C[C@H](C[C@H](C[C@H]([C@H]([C@@H](C(=CC=CC=CC=CC=C[C@@H]([C@H](OC1=O)C)O)C)O)O)O)O)O)O)O)O)O
74989,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O
77254,C1=CC(=CC=C1NC(=O)C2=C(C=CC(=C2)Br)O)Cl
77991,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C
77992,CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N
77993,CN1CCC[C@@H]1CC2=CNC3=C2C=C(C=C3)CCS(=O)(=O)C4=CC=CC=C4
77999,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3
78866,C(C[C@@H](C(=O)O)N)CN.C(CC(=O)O)C(=O)C(=O)O
80084,CC[N+](C)(CC)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.[I-]
82146,CC1=CC2=C(C=C1C(=C)C3=CC=C(C=C3)C(=O)O)C(CCC2(C)C)(C)C
82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC
82153,C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1C[C@@H]4[C@]2(OC(O4)(C)C)C(=O)CO)C[C@@H](C5=CC(=O)C=C[C@]35C)F)O
83435,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCOC(=O)C3=CN=CC=C3
83823,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
83898,C[C@@H]1O[C@]2(CN3CCC2CC3)CS1
83975,CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C
84029,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)O)(C)O
84068,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
84746,CC(C)(C)C1=CC2=C(C=C1)C(=C(C=C2)C(C)(C)C)S(=O)(=O)O
84815,CSCC[C@H](C(=O)O)N
85001,C[N+](C)(C)CCOC(CC1=CC=CC=C1)C2=CC=CC=C2.[Br-]
87819,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O.C1CNCCN1
87869,[H+].[H+].C([C@@H](C(=O)[O-])N)C(=O)[O-].C([C@@H](C(=O)[O-])N)C(=O)[O-].[Mg+2]
89594,CN1CCC[C@H]1C2=CN=CC=C2
91270,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CC3=CC(=C(C=C3C[C@H]2C(=O)O)OC)OC
91276,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC(=O)CO
91463,CC1=CCC(CC1O)C(C)(C)O
91503,CC[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](C3=C4C=C(C=CC4=NC=C3)OC)O
91562,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CC#N)SC1)C(=O)O
91610,CC1(C2=C(C=C(C=C2)OC)C(=O)N(C1=O)CCC3=CC=C(C=C3)S(=O)(=O)NC(=O)NC4CCCCC4)C
91713,CC(C)(C(=O)O)ON=C(C1=CSC(=N1)N)C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)C[N+]4=CC=CC=C4)C(=O)[O-]
92237,CC(C(=O)[O-])O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Ca+2]
92253,CCCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C
92400,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N2C[C@H](C[C@H]2C(=O)O)SC3=CC=CC=C3
92722,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C
92786,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C
92874,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C
92879,CCC(C(=O)N[C@H]1[C@@H]2N(C1=O)[C@H](C(S2)(C)C)C(=O)O)OC3=CC=CC=C3
92912,C([C@@H](C(=O)O)N)C(=O)[O-].C([C@@H](C(=O)O)N)C(=O)[O-].[Mg+2]
92943,C[C@H](CN1CCOCC1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N4CCCC4
92974,C1=CC(=C(C=C1[C@H]([C@@H](C(=O)O)N)O)O)O
93057,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C
93154,C1CN2CCC1C(C2)N3C4=CC=CC=C4CCC5=CC=CC=C53
93184,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)OC4=CC5=C(CCC5)C=C4)C(=O)O)C
94280,CC1(C2=CC=CC=C2N(C3=CC=CC=C31)CCCN(C)C)C
94320,CC(=O)O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]3([C@@H]2C(=O)C=C4[C@]3(CC[C@@]5([C@H]4C[C@@](CC5)(C)C(=O)O)C)C)C)C
98526,CCOC(=O)C1(CCC=C[C@H]1N(C)C)C2=CC=CC=C2
98941,CC1(C(C(C2=C(O1)C=C(C=C2)OC)C3=CC=C(C=C3)OCCN4CCCC4)C5=CC=CC=C5)C
100472,C1=CC=C(C=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=CC=N3
102210,CC(=O)[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C)O
102669,CCN(CC)CCC1(CCC(=O)NC1=O)C2=CC=CC=C2
104741,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F
104799,CCOP(=O)(C(C)NC(=O)N(CCCl)N=O)OCC
104845,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C
104850,CC1=C(N(N=C1C(=O)NN2CCCCC2)C3=C(C=C(C=C3)Cl)Cl)C4=CC=C(C=C4)Cl
104865,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
104903,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C3=CC[C@@]2([C@H]1C(=O)CN5CCN(CC5)C6=NC(=NC(=C6)N7CCCC7)N8CCCC8)C)C
104926,CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C
105031,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C
